web-scraper-order,web-scraper-start-url,text_raw,price_raw,model_raw,type_year_km_transmission_fuel,Location,PLZ,km_raw,Year,price,km,luxury,competition,xDrive,automat,km_cat,km_per_year,km_per_year_cat
1705078423-820,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=18,BMW X3 X3 XDRIVE 20D INDIVIDUAL M SPORT STEPTRONICCHF 43'900AB CHF 703 / MONAT4.5 / 6OCCASION11.201937.100 KMAUTOMATDIESEL8051 (ZH)PREISCHF 43'900FINANZIERUNGAB CHF 703 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 43'900,X3 xDrive 20d Individual M Sport Steptronic,Occasion11.201937.100 kmAutomatDiesel8051 (ZH),ZH,8051,37.100,2019,43900,37100,0,0,1,1,0-50k,7420.0,low
1705078430-821,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=17,BMW 320 320D XDRIVE 48V TOURING M SPORT STEPTRONICCHF 42'900AB CHF 687 / MONAT4.5 / 6OCCASION07.202143.000 KMAUTOMATELEKTRO/DIESEL6244 (LU)PREISCHF 42'900FINANZIERUNGAB CHF 687 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 42'900,320d xDrive 48V Touring M Sport Steptronic,Occasion07.202143.000 kmAutomatElektro/Diesel6244 (LU),LU,6244,43.000,2021,42900,43000,0,0,1,1,0-50k,14333.33,medium
1705078430-822,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=17,BMW M2 M2 CSCHF 81'900AB CHF 1'311 / MONAT5 / 6OCCASION02.202111.500 KMAUTOMATBENZIN1772 (FR)PREISCHF 81'900FINANZIERUNGAB CHF 1'311 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 81'900,M2 CS,Occasion02.202111.500 kmAutomatBenzin1772 (FR),FR,1772,11.500,2021,81900,11500,0,0,0,1,0-50k,3833.33,low
1705078430-823,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=17,BMW X1 X1 XDRIVE 18D STEPTRONICCHF 16'900AB CHF 271 / MONAT5 / 6OCCASION11.2019159.000 KMAUTOMATDIESEL3250 (BE)PREISCHF 16'900FINANZIERUNGAB CHF 271 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 16'900,X1 xDrive 18d Steptronic,Occasion11.2019159.000 kmAutomatDiesel3250 (BE),BE,3250,159.000,2019,16900,159000,0,0,1,1,120k+,31800.0,high
1705078430-824,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=17,BMW 118 118DCHF 3'9006 / 6OCCASION08.2011209.000 KMMANUELLDIESEL5412 (AG)PREISCHF 3'9006 / 6ANFRAGEN MERKENDETAILS,CHF 3'900,118d,Occasion08.2011209.000 kmManuellDiesel5412 (AG),AG,5412,209.000,2011,3900,209000,0,0,0,0,120k+,16076.92,high
1705078430-825,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=17,BMW X7 X7 XDRIVE M50D STEPTRONICCHF 74'900AB CHF 1'199 / MONAT4 / 6OCCASION01.202096.000 KMAUTOMATDIESEL1630 (FR)PREISCHF 74'900FINANZIERUNGAB CHF 1'199 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 74'900,X7 xDrive M50d Steptronic,Occasion01.202096.000 kmAutomatDiesel1630 (FR),FR,1630,96.000,2020,74900,96000,0,0,1,1,50-120k,24000.0,high
1705078430-826,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=17,BMW M2 M2 STEPTRONICCHF 73'500AB CHF 1'177 / MONAT5 / 6OCCASION07.20234.150 KMAUTOMATBENZIN9430 (SG)PREISCHF 73'500FINANZIERUNGAB CHF 1'177 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 73'500,M2 Steptronic,Occasion07.20234.150 kmAutomatBenzin9430 (SG),SG,9430,4.150,2023,73500,4150,0,0,0,1,0-50k,4150.0,low
1705078430-827,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=17,BMW 125 125I COUPÉ STEPTRONICCHF 13'500AB CHF 216 / MONAT5.5 / 6OCCASION05.201048.000 KMAUTOMATBENZIN3250 (BE)PREISCHF 13'500FINANZIERUNGAB CHF 216 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 13'500,125i Coupé Steptronic,Occasion05.201048.000 kmAutomatBenzin3250 (BE),BE,3250,48.000,2010,13500,48000,0,0,0,1,0-50k,3428.57,low
1705078430-828,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=17,BMW I3 I3 (120AH)CHF 18'500AB CHF 296 / MONAT5 / 6OCCASION01.201989.700 KMAUTOMATELEKTRO4658 (SO)PREISCHF 18'500FINANZIERUNGAB CHF 296 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 18'500,i3 (120Ah),Occasion01.201989.700 kmAutomatElektro4658 (SO),SO,4658,89.700,2019,18500,89700,0,0,0,1,50-120k,17940.0,high
1705078430-829,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=17,BMW 325 325XI TOURINGCHF 5'888AB CHF 94 / MONATOCCASION08.2002250.000 KMMANUELLBENZIN6440 (SZ)PREISCHF 5'888FINANZIERUNGAB CHF 94 / MONATANFRAGEN MERKENDETAILS,CHF 5'888,325xi Touring,Occasion08.2002250.000 kmManuellBenzin6440 (SZ),SZ,6440,250.000,2002,5888,250000,0,0,0,0,120k+,11363.64,medium
1705078430-830,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=17,BMW 530 530D TOURING XDRIVE LUXURY LINE STEPTRONICCHF 14'990AB CHF 240 / MONAT5.5 / 6OCCASION09.2015200.000 KMAUTOMATDIESEL4053 (BS)PREISCHF 14'990FINANZIERUNGAB CHF 240 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 14'990,530d Touring xDrive Luxury Line Steptronic,Occasion09.2015200.000 kmAutomatDiesel4053 (BS),BS,4053,200.000,2015,14990,200000,1,0,1,1,120k+,22222.22,high
1705078437-831,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=16,BMW Z4 Z4 SDRIVE23ICHF 15'990AB CHF 256 / MONAT3.5 / 6OCCASION05.2011159.600 KMMANUELLBENZIN8424 (ZH)PREISCHF 15'990FINANZIERUNGAB CHF 256 / MONAT3.5 / 6ANFRAGEN MERKENDETAILS,CHF 15'990,Z4 sDrive23i,Occasion05.2011159.600 kmManuellBenzin8424 (ZH),ZH,8424,159.600,2011,15990,159600,0,0,0,0,120k+,12276.92,medium
1705078437-832,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=16,BMW 218 GRAN TOURER 218D XDRIVE GRAN TOURER STEPTRONICCHF 13'900AB CHF 223 / MONAT5.5 / 6OCCASION05.2019129.500 KMAUTOMATDIESEL6280 (LU)PREISCHF 13'900FINANZIERUNGAB CHF 223 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 13'900,218d xDrive Gran Tourer Steptronic,Occasion05.2019129.500 kmAutomatDiesel6280 (LU),LU,6280,129.500,2019,13900,129500,0,0,1,1,120k+,25900.0,high
1705078437-833,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=16,BMW 320 320D STEPTRONICCHF 18'500AB CHF 296 / MONAT4 / 6OCCASION01.2015127.000 KMAUTOMATDIESEL8117 (ZH)PREISCHF 18'500FINANZIERUNGAB CHF 296 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 18'500,320d Steptronic,Occasion01.2015127.000 kmAutomatDiesel8117 (ZH),ZH,8117,127.000,2015,18500,127000,0,0,0,1,120k+,14111.11,medium
1705078437-834,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=16,BMW Z4 Z4 M COUPÉCHF 54'000AB CHF 865 / MONATOCCASION07.200674.485 KMMANUELLBENZIN3967 (VS)PREISCHF 54'000FINANZIERUNGAB CHF 865 / MONATANFRAGEN MERKENDETAILS,CHF 54'000,Z4 M Coupé,Occasion07.200674.485 kmManuellBenzin3967 (VS),VS,3967,74.485,2006,54000,74485,0,0,0,0,50-120k,4138.06,low
1705078437-835,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=16,BMW X3 X3 XDRIVE 30I STEPTRONICCHF 46'800AB CHF 749 / MONAT4.5 / 6OCCASION04.202029.500 KMAUTOMATBENZIN8048 (ZH)PREISCHF 46'800FINANZIERUNGAB CHF 749 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 46'800,X3 xDrive 30i Steptronic,Occasion04.202029.500 kmAutomatBenzin8048 (ZH),ZH,8048,29.500,2020,46800,29500,0,0,1,1,0-50k,7375.0,low
1705078437-836,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=16,BMW 320 320D XDRIVE TOURING M SPORT STEPTRONICCHF 32'900AB CHF 527 / MONAT4.5 / 6OCCASION03.202080.500 KMAUTOMATDIESEL6340 (ZH)PREISCHF 32'900FINANZIERUNGAB CHF 527 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 32'900,320d xDrive Touring M Sport Steptronic,Occasion03.202080.500 kmAutomatDiesel6340 (ZH),ZH,6340,80.500,2020,32900,80500,0,0,1,1,50-120k,20125.0,high
1705078437-837,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=16,BMW M4 M4 COUPÉ COMPETITION M XDRIVECHF 89'600AB CHF 1'434 / MONAT5 / 6OCCASION06.20222.000 KMAUTOMATBENZIN3123 (BE)PREISCHF 89'600FINANZIERUNGAB CHF 1'434 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 89'600,M4 Coupé Competition M xDrive,Occasion06.20222.000 kmAutomatBenzin3123 (BE),BE,3123,2.000,2022,89600,2000,0,1,1,1,0-50k,1000.0,low
1705078437-838,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=16,BMW X3 X3 XDRIVE 30D XLINE STEPTRONICCHF 26'900AB CHF 431 / MONAT4.5 / 6OCCASION02.2017121.300 KMAUTOMATDIESEL1895 (VS)PREISCHF 26'900FINANZIERUNGAB CHF 431 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 26'900,X3 xDrive 30d xLine Steptronic,Occasion02.2017121.300 kmAutomatDiesel1895 (VS),VS,1895,121.300,2017,26900,121300,0,0,1,1,120k+,17328.57,high
1705078437-839,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=16,BMW X6 X6 XDRIVE 48V 40I M SPORT STEPTRONICCHF 86'900AB CHF 1'391 / MONAT4.5 / 6OCCASION09.202212.400 KMAUTOMATBENZIN/ELEKTRO1895 (VS)PREISCHF 86'900FINANZIERUNGAB CHF 1'391 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 86'900,X6 xDrive 48V 40i M Sport Steptronic,Occasion09.202212.400 kmAutomatBenzin/Elektro1895 (VS),VS,1895,12.400,2022,86900,12400,0,0,1,1,0-50k,6200.0,low
1705078437-840,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=16,BMW 120 120D XDRIVECHF 13'900AB CHF 223 / MONAT4 / 6OCCASION07.2014136.500 KMMANUELLDIESEL8620 (ZH)PREISCHF 13'900FINANZIERUNGAB CHF 223 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 13'900,120d xDrive,Occasion07.2014136.500 kmManuellDiesel8620 (ZH),ZH,8620,136.500,2014,13900,136500,0,0,1,0,120k+,13650.0,medium
1705078443-841,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=15,BMW Z4 Z4 3.0SI COUPÉCHF 18'900AB CHF 303 / MONAT2 / 6OCCASION09.2007144.991 KMMANUELLBENZIN8153 (ZH)PREISCHF 18'900FINANZIERUNGAB CHF 303 / MONAT2 / 6ANFRAGEN MERKENDETAILS,CHF 18'900,Z4 3.0si Coupé,Occasion09.2007144.991 kmManuellBenzin8153 (ZH),ZH,8153,144.991,2007,18900,144991,0,0,0,0,120k+,8528.88,low
1705078443-842,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=15,BMW 325 325XI STEPTRONICCHF 3'600OCCASION04.2008240.000 KMAUTOMATBENZIN6280 (LU)PREISCHF 3'600ANFRAGEN MERKENDETAILS,CHF 3'600,325xi Steptronic,Occasion04.2008240.000 kmAutomatBenzin6280 (LU),LU,6280,240.000,2008,3600,240000,0,0,0,1,120k+,15000.0,medium
1705078443-843,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=15,BMW 220 ACTIVE TOURER 220D XDRIVE ACTIVE TOURER SPORT LINE STEPTRONICCHF 16'900AB CHF 271 / MONAT5 / 6OCCASION02.2017112.500 KMAUTOMATDIESEL4574 (SO)PREISCHF 16'900FINANZIERUNGAB CHF 271 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 16'900,220d xDrive Active Tourer Sport Line Steptronic,Occasion02.2017112.500 kmAutomatDiesel4574 (SO),SO,4574,112.500,2017,16900,112500,0,0,1,1,50-120k,16071.43,high
1705078443-844,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=15,BMW 320 320D XDRIVE TOURING STEPTRONIC FLEET EDITIONCHF 19'500AB CHF 312 / MONAT5.5 / 6OCCASION05.2020163.000 KMAUTOMATDIESEL4622 (SO)PREISCHF 19'500FINANZIERUNGAB CHF 312 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 19'500,320d xDrive Touring Steptronic Fleet Edition,Occasion05.2020163.000 kmAutomatDiesel4622 (SO),SO,4622,163.000,2020,19500,163000,0,0,1,1,120k+,40750.0,high
1705078443-845,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=15,BMW X3 X3 XDRIVE 20D LUXURY LINE STEPTRONICCHF 25'900AB CHF 415 / MONAT4.5 / 6OCCASION04.2018140.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 25'900FINANZIERUNGAB CHF 415 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 25'900,X3 xDrive 20d Luxury Line Steptronic,Occasion04.2018140.000 kmAutomatDiesel2540 (SO),SO,2540,140.000,2018,25900,140000,1,0,1,1,120k+,23333.33,high
1705078443-846,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=15,BMW X5 X5 XDRIVE 25D STEPTRONICCHF 25'900AB CHF 415 / MONAT4 / 6OCCASION08.2018241.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 25'900FINANZIERUNGAB CHF 415 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 25'900,X5 xDrive 25d Steptronic,Occasion08.2018241.000 kmAutomatDiesel2540 (SO),SO,2540,241.000,2018,25900,241000,0,0,1,1,120k+,40166.67,high
1705078443-847,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=15,BMW X5 X5 XDRIVE 30D STEPTRONICCHF 33'900AB CHF 543 / MONAT3 / 6OCCASION09.2015132.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 33'900FINANZIERUNGAB CHF 543 / MONAT3 / 6ANFRAGEN MERKENDETAILS,CHF 33'900,X5 xDrive 30d Steptronic,Occasion09.2015132.000 kmAutomatDiesel2540 (SO),SO,2540,132.000,2015,33900,132000,0,0,1,1,120k+,14666.67,medium
1705078443-848,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=15,BMW X3 X3 XDRIVE 20D INDIVIDUAL XLINE STEPTRONICCHF 24'900AB CHF 399 / MONAT4.5 / 6OCCASION08.2018133.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 24'900FINANZIERUNGAB CHF 399 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 24'900,X3 xDrive 20d Individual xLine Steptronic,Occasion08.2018133.000 kmAutomatDiesel2540 (SO),SO,2540,133.000,2018,24900,133000,0,0,1,1,120k+,22166.67,high
1705078443-849,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=15,BMW X1 X1 XDRIVE 25E STEPTRONICCHF 22'900AB CHF 367 / MONAT5 / 6OCCASION11.202099.850 KMAUTOMATBENZIN/ELEKTRO1957 (VS)PREISCHF 22'900FINANZIERUNGAB CHF 367 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 22'900,X1 xDrive 25e Steptronic,Occasion11.202099.850 kmAutomatBenzin/Elektro1957 (VS),VS,1957,99.850,2020,22900,99850,0,0,1,1,50-120k,24962.5,high
1705078443-850,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=15,BMW X1 X1 XDRIVE 20I STEPTRONICCHF 15'900AB CHF 255 / MONAT5 / 6OCCASION06.2018145.900 KMAUTOMATBENZIN6280 (LU)PREISCHF 15'900FINANZIERUNGAB CHF 255 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 15'900,X1 xDrive 20i Steptronic,Occasion06.2018145.900 kmAutomatBenzin6280 (LU),LU,6280,145.900,2018,15900,145900,0,0,1,1,120k+,24316.67,high
1705078447-851,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=14,BMW X5 X5 XDRIVE 30D STEPTRONICCHF 33'900AB CHF 543 / MONAT3 / 6OCCASION09.2015132.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 33'900FINANZIERUNGAB CHF 543 / MONAT3 / 6 MERKENDETAILS,CHF 33'900,X5 xDrive 30d Steptronic,Occasion09.2015132.000 kmAutomatDiesel2540 (SO),SO,2540,132.000,2015,33900,132000,0,0,1,1,120k+,14666.67,medium
1705078447-852,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=14,BMW X5 X5 XDRIVE 25D STEPTRONICCHF 25'900AB CHF 415 / MONAT4 / 6OCCASION08.2018241.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 25'900FINANZIERUNGAB CHF 415 / MONAT4 / 6 MERKENDETAILS,CHF 25'900,X5 xDrive 25d Steptronic,Occasion08.2018241.000 kmAutomatDiesel2540 (SO),SO,2540,241.000,2018,25900,241000,0,0,1,1,120k+,40166.67,high
1705078447-853,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=14,BMW M550 M550D XDRIVE TOURING STEPTRONICCHF 53'900AB CHF 863 / MONAT5 / 6OCCASION06.201956.000 KMAUTOMATDIESEL7320 (SG)PREISCHF 53'900FINANZIERUNGAB CHF 863 / MONAT5 / 6 MERKENDETAILS,CHF 53'900,M550d xDrive Touring Steptronic,Occasion06.201956.000 kmAutomatDiesel7320 (SG),SG,7320,56.000,2019,53900,56000,0,0,1,1,50-120k,11200.0,medium
1705078447-854,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=14,BMW M5 M5 XDRIVE COMPETITION DRIVELOGICCHF 85'800AB CHF 1'374 / MONAT4.5 / 6OCCASION01.202058.000 KMAUTOMATBENZIN8302 (ZH)PREISCHF 85'800FINANZIERUNGAB CHF 1'374 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 85'800,M5 xDrive Competition Drivelogic,Occasion01.202058.000 kmAutomatBenzin8302 (ZH),ZH,8302,58.000,2020,85800,58000,0,1,1,1,50-120k,14500.0,medium
1705078447-855,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=14,BMW X1 X1 XDRIVE 20DCHF 8'600AB CHF 138 / MONAT5 / 6OCCASION10.2013197.000 KMMANUELLDIESEL1305 (VD)PREISCHF 8'600FINANZIERUNGAB CHF 138 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 8'600,X1 xDrive 20d,Occasion10.2013197.000 kmManuellDiesel1305 (VD),VD,1305,197.000,2013,8600,197000,0,0,1,0,120k+,17909.09,high
1705078447-856,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=14,BMW X5 X5 XDRIVE 30D STEPTRONICCHF 29'500AB CHF 472 / MONAT3 / 6OCCASION10.2014152.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 29'500FINANZIERUNGAB CHF 472 / MONAT3 / 6ANFRAGEN MERKENDETAILS,CHF 29'500,X5 xDrive 30d Steptronic,Occasion10.2014152.000 kmAutomatDiesel2540 (SO),SO,2540,152.000,2014,29500,152000,0,0,1,1,120k+,15200.0,high
1705078447-857,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=14,BMW X5 X5 XDRIVE 30D STEPTRONICCHF 19'780AB CHF 317 / MONAT4.5 / 6OCCASION03.2011125.000 KMAUTOMATDIESEL1580 (VD)PREISCHF 19'780FINANZIERUNGAB CHF 317 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 19'780,X5 xDrive 30d Steptronic,Occasion03.2011125.000 kmAutomatDiesel1580 (VD),VD,1580,125.000,2011,19780,125000,0,0,1,1,120k+,9615.38,low
1705078447-858,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=14,BMW 320 320I CABRIOLETCHF 14'900AB CHF 239 / MONAT5 / 6OCCASION05.2010100.000 KMMANUELLBENZIN1580 (VD)PREISCHF 14'900FINANZIERUNGAB CHF 239 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 14'900,320i Cabriolet,Occasion05.2010100.000 kmManuellBenzin1580 (VD),VD,1580,100.000,2010,14900,100000,0,0,0,0,50-120k,7142.86,low
1705078447-859,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=14,BMW 525 525D XDRIVE TOURING STEPTRONICCHF 7'999AB CHF 128 / MONAT6 / 6OCCASION05.2012195.000 KMAUTOMATDIESEL8317 (ZH)PREISCHF 7'999FINANZIERUNGAB CHF 128 / MONAT6 / 6ANFRAGEN MERKENDETAILS,CHF 7'999,525d xDrive Touring Steptronic,Occasion05.2012195.000 kmAutomatDiesel8317 (ZH),ZH,8317,195.000,2012,7999,195000,0,0,1,1,120k+,16250.0,high
1705078447-860,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=14,BMW 320 320D XDRIVE 48V TOURING STEPTRONIC M SPORT PROCHF 68'690AB CHF 1'100 / MONAT4.5 / 6OCCASION07.20235.350 KMAUTOMATELEKTRO/DIESEL9036 (SG)PREISCHF 68'690FINANZIERUNGAB CHF 1'100 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 68'690,320d xDrive 48V Touring Steptronic M Sport Pro,Occasion07.20235.350 kmAutomatElektro/Diesel9036 (SG),SG,9036,5.350,2023,68690,5350,0,0,1,1,0-50k,5350.0,low
1705078453-861,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=13,BMW X3 X3 XDRIVE 35D STEPTRONICCHF 16'500AB CHF 264 / MONAT4 / 6OCCASION04.2013232.500 KMAUTOMATDIESEL3930 (VS)PREISCHF 16'500FINANZIERUNGAB CHF 264 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 16'500,X3 xDrive 35d Steptronic,Occasion04.2013232.500 kmAutomatDiesel3930 (VS),VS,3930,232.500,2013,16500,232500,0,0,1,1,120k+,21136.36,high
1705078453-862,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=13,BMW X3 X3 XDRIVE 30ECHF 89'900AB CHF 1'439 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO7000 (GR)PREISCHF 89'900FINANZIERUNGAB CHF 1'439 / MONATANFRAGEN MERKENDETAILS,CHF 89'900,X3 xDrive 30e,Neuwagen10 kmAutomatBenzin/Elektro7000 (GR),GR,7000,,7000,89900,,0,0,1,1,,,
1705078453-863,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=13,BMW X3 X3 XDRIVE 20DCHF 13'900AB CHF 223 / MONAT5 / 6OCCASION02.2014128.847 KMMANUELLDIESEL5242 (AG)PREISCHF 13'900FINANZIERUNGAB CHF 223 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 13'900,X3 xDrive 20d,Occasion02.2014128.847 kmManuellDiesel5242 (AG),AG,5242,128.847,2014,13900,128847,0,0,1,0,120k+,12884.7,medium
1705078453-864,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=13,BMW X3 X3 M40ICHF 79'500AB CHF 1'273 / MONAT4.5 / 6OCCASION01.20235.700 KMAUTOMATBENZIN BLEIFREI8051 (ZH)PREISCHF 79'500FINANZIERUNGAB CHF 1'273 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 79'500,X3 M40i,Occasion01.20235.700 kmAutomatBenzin bleifrei8051 (ZH),ZH,8051,5.700,2023,79500,5700,0,0,0,1,0-50k,5700.0,low
1705078453-865,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=13,BMW X3 X3 XDRIVE 20DCHF 18'900AB CHF 303 / MONAT3.5 / 6OCCASION07.2014137.100 KMAUTOMATDIESEL3900 (VS)PREISCHF 18'900FINANZIERUNGAB CHF 303 / MONAT3.5 / 6ANFRAGEN MERKENDETAILS,CHF 18'900,X3 xDrive 20d,Occasion07.2014137.100 kmAutomatDiesel3900 (VS),VS,3900,137.100,2014,18900,137100,0,0,1,1,120k+,13710.0,medium
1705078453-866,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=13,BMW X1 X1 XDRIVE 23D 48VCHF 48'800AB CHF 781 / MONAT4.5 / 6OCCASION03.202326.000 KMAUTOMATBENZIN/ELEKTRO2504 (BE)PREISCHF 48'800FINANZIERUNGAB CHF 781 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 48'800,X1 xDrive 23d 48V,Occasion03.202326.000 kmAutomatBenzin/Elektro2504 (BE),BE,2504,26.000,2023,48800,26000,0,0,1,1,0-50k,26000.0,high
1705078453-867,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=13,BMW 318 318D ACCESSPLUS STEPTRONICCHF 4'8005.5 / 6OCCASION06.2009201.000 KMAUTOMATDIESEL8587 (TG)PREISCHF 4'8005.5 / 6ANFRAGEN MERKENDETAILS,CHF 4'800,318d AccessPlus Steptronic,Occasion06.2009201.000 kmAutomatDiesel8587 (TG),TG,8587,201.000,2009,4800,201000,0,0,0,1,120k+,13400.0,medium
1705078453-868,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=13,BMW X5 X5 XDRIVE 35D (3.0SD) STEPTRONICCHF 8'500AB CHF 136 / MONAT5.5 / 6OCCASION11.2009285.000 KMAUTOMATDIESEL1530 (VD)PREISCHF 8'500FINANZIERUNGAB CHF 136 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 8'500,X5 xDrive 35d (3.0sd) Steptronic,Occasion11.2009285.000 kmAutomatDiesel1530 (VD),VD,1530,285.000,2009,8500,285000,0,0,1,1,120k+,19000.0,high
1705078453-869,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=13,BMW 525 525D XDRIVE TOURING STEPTRONICCHF 12'900AB CHF 207 / MONAT5 / 6OCCASION06.2012182.000 KMAUTOMATDIESEL4538 (BE)PREISCHF 12'900FINANZIERUNGAB CHF 207 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 12'900,525d xDrive Touring Steptronic,Occasion06.2012182.000 kmAutomatDiesel4538 (BE),BE,4538,182.000,2012,12900,182000,0,0,1,1,120k+,15166.67,high
1705078453-870,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=13,BMW X1 X1 XDRIVE 18D M SPORT STEPTRONICCHF 19'500AB CHF 312 / MONAT4.5 / 6OCCASION06.2017115.950 KMAUTOMATDIESEL8181 (ZH)PREISCHF 19'500FINANZIERUNGAB CHF 312 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 19'500,X1 xDrive 18d M Sport Steptronic,Occasion06.2017115.950 kmAutomatDiesel8181 (ZH),ZH,8181,115.950,2017,19500,115950,0,0,1,1,50-120k,16564.29,high
