web-scraper-order,web-scraper-start-url,text_raw,price_raw,model_raw,type_year_km_transmission_fuel,Location,PLZ,km_raw,Year,price,km,luxury,competition,xDrive,automat,km_cat,km_per_year,km_per_year_cat
1705078269-558,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=44,BMW M6 M6CHF 44'900AB CHF 719 / MONAT4.5 / 6OCCASION03.200682.000 KMAUTOMATBENZIN1000 (VD)PREISCHF 44'900FINANZIERUNGAB CHF 719 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 44'900,M6,Occasion03.200682.000 kmAutomatBenzin1000 (VD),VD,1000,82.000,2006,44900,82000,0,0,0,1,50-120k,4555.56,low
1705078269-559,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=44,BMW 330 330I XDRIVE TOURING EDITION M SPORT STEPTRONICCHF 28'500AB CHF 456 / MONAT5 / 6OCCASION12.2018100.000 KMAUTOMATBENZIN9534 (SG)PREISCHF 28'500FINANZIERUNGAB CHF 456 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 28'500,330i xDrive Touring Edition M Sport Steptronic,Occasion12.2018100.000 kmAutomatBenzin9534 (SG),SG,9534,100.000,2018,28500,100000,0,0,1,1,50-120k,16666.67,high
1705078269-560,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=44,BMW 540 540I XDRIVE SPORT LINE STEPTRONICCHF 45'900AB CHF 735 / MONAT3 / 6OCCASION12.2018130.100 KMAUTOMATBENZIN8041 (ZH)PREISCHF 45'900FINANZIERUNGAB CHF 735 / MONAT3 / 6ANFRAGEN MERKENDETAILS,CHF 45'900,540i xDrive Sport Line Steptronic,Occasion12.2018130.100 kmAutomatBenzin8041 (ZH),ZH,8041,130.100,2018,45900,130100,0,0,1,1,120k+,21683.33,high
1705078276-561,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=43,BMW 530 530E XDRIVE TOURING M SPORT STEPTRONICCHF 67'000AB CHF 1'073 / MONAT4 / 6OCCASION03.202140.000 KMAUTOMATBENZIN/ELEKTRO6314 (ZG)PREISCHF 67'000FINANZIERUNGAB CHF 1'073 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 67'000,530e xDrive Touring M Sport Steptronic,Occasion03.202140.000 kmAutomatBenzin/Elektro6314 (ZG),ZG,6314,40.000,2021,67000,40000,0,0,1,1,0-50k,13333.33,medium
1705078276-562,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=43,BMW 520 520D XDRIVE 48V STEPTRONICCHF 91'500AB CHF 1'465 / MONATNEUWAGEN1 KMAUTOMAT SEQUENTIELLELEKTRO/DIESEL9016 (SG)PREISCHF 91'500FINANZIERUNGAB CHF 1'465 / MONATANFRAGEN MERKENDETAILS,CHF 91'500,520d xDrive 48V Steptronic,Neuwagen1 kmAutomat sequentiellElektro/Diesel9016 (SG),SG,9016,,9016,91500,,0,0,1,1,,,
1705078276-563,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=43,BMW 520 520D XDRIVE 48V STEPTRONICCHF 86'300AB CHF 1'382 / MONATNEUWAGEN10 KMAUTOMAT SEQUENTIELLELEKTRO/DIESEL9016 (SG)PREISCHF 86'300FINANZIERUNGAB CHF 1'382 / MONATANFRAGEN MERKENDETAILS,CHF 86'300,520d xDrive 48V Steptronic,Neuwagen10 kmAutomat sequentiellElektro/Diesel9016 (SG),SG,9016,,9016,86300,,0,0,1,1,,,
1705078276-564,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=43,"BMW I4 I4 EDRIVE 35CHF 68'900AB CHF 1'103 / MONATNEUWAGEN10 KMDIREKTANTRIEB, KEIN GETRIEBEELEKTRO9016 (SG)PREISCHF 68'900FINANZIERUNGAB CHF 1'103 / MONATANFRAGEN MERKENDETAILS",CHF 68'900,i4 eDrive 35,"Neuwagen10 kmDirektantrieb, kein GetriebeElektro9016 (SG)",SG,9016,,9016,68900,,0,0,0,0,,,
1705078276-565,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=43,BMW 520 520D XDRIVE LUXURY LINE STEPTRONICCHF 29'990AB CHF 480 / MONAT5 / 6OCCASION10.201894.000 KMAUTOMATDIESEL4107 (BL)PREISCHF 29'990FINANZIERUNGAB CHF 480 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 29'990,520d xDrive Luxury Line Steptronic,Occasion10.201894.000 kmAutomatDiesel4107 (BL),BL,4107,94.000,2018,29990,94000,1,0,1,1,50-120k,15666.67,high
1705078276-566,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=43,BMW X5 X5 XDRIVE M50I STEPTRONICCHF 69'990AB CHF 1'121 / MONAT5 / 6OCCASION05.202066.000 KMAUTOMATBENZIN4107 (BL)PREISCHF 69'990FINANZIERUNGAB CHF 1'121 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 69'990,X5 xDrive M50i Steptronic,Occasion05.202066.000 kmAutomatBenzin4107 (BL),BL,4107,66.000,2020,69990,66000,0,0,1,1,50-120k,16500.0,high
1705078276-567,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=43,BMW X6M X6M STEPTRONIC M COMPETITIONCHF 109'900AB CHF 1'759 / MONAT5 / 6OCCASION11.202240.900 KMAUTOMATBENZIN5702 (AG)PREISCHF 109'900FINANZIERUNGAB CHF 1'759 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 109'900,X6M Steptronic M Competition,Occasion11.202240.900 kmAutomatBenzin5702 (AG),AG,5702,40.900,2022,109900,40900,0,1,0,1,0-50k,20450.0,high
1705078276-568,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=43,BMW X3 X3 XDRIVE 30ECHF 59'900AB CHF 959 / MONAT4.5 / 6OCCASION04.202330.850 KMAUTOMATBENZIN/ELEKTRO5702 (AG)PREISCHF 59'900FINANZIERUNGAB CHF 959 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 59'900,X3 xDrive 30e,Occasion04.202330.850 kmAutomatBenzin/Elektro5702 (AG),AG,5702,30.850,2023,59900,30850,0,0,1,1,0-50k,30850.0,high
1705078276-569,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=43,BMW 118 118ICHF 12'900AB CHF 207 / MONAT5 / 6OCCASION06.2014101.046 KMMANUELLBENZIN8500 (TG)PREISCHF 12'900FINANZIERUNGAB CHF 207 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 12'900,118i,Occasion06.2014101.046 kmManuellBenzin8500 (TG),TG,8500,101.046,2014,12900,101046,0,0,0,0,50-120k,10104.6,medium
1705078276-570,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=43,BMW 123 123D CABRIO STEPTRONICCHF 7'900AB CHF 126 / MONAT5 / 6OCCASION04.2012230.000 KMAUTOMATDIESEL8620 (ZH)PREISCHF 7'900FINANZIERUNGAB CHF 126 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 7'900,123d Cabrio Steptronic,Occasion04.2012230.000 kmAutomatDiesel8620 (ZH),ZH,8620,230.000,2012,7900,230000,0,0,0,1,120k+,19166.67,high
1705078283-571,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=42,BMW 220 ACTIVE TOURER 220I ACTIVE TOURER DKG SPORT LINECHF 27'900AB CHF 447 / MONAT4.5 / 6OCCASION09.201928.700 KMAUTOMATBENZIN4132 (BL)PREISCHF 27'900FINANZIERUNGAB CHF 447 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 27'900,220i Active Tourer DKG Sport Line,Occasion09.201928.700 kmAutomatBenzin4132 (BL),BL,4132,28.700,2019,27900,28700,0,0,0,1,0-50k,5740.0,low
1705078283-572,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=42,BMW 750 750I XDRIVE M SPORT STEPTRONICCHF 103'900AB CHF 1'663 / MONAT4.5 / 6OCCASION06.202031.100 KMAUTOMATBENZIN8052 (ZH)PREISCHF 103'900FINANZIERUNGAB CHF 1'663 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 103'900,750i xDrive M Sport Steptronic,Occasion06.202031.100 kmAutomatBenzin8052 (ZH),ZH,8052,31.100,2020,103900,31100,0,0,1,1,0-50k,7775.0,low
1705078283-573,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=42,BMW 120 120D XDRIVE EDITION M SPORT STEPTRONICCHF 19'900AB CHF 319 / MONAT5 / 6OCCASION07.2018103.000 KMAUTOMATDIESEL8953 (ZH)PREISCHF 19'900FINANZIERUNGAB CHF 319 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 19'900,120d xDrive Edition M Sport Steptronic,Occasion07.2018103.000 kmAutomatDiesel8953 (ZH),ZH,8953,103.000,2018,19900,103000,0,0,1,1,50-120k,17166.67,high
1705078283-574,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=42,BMW X3 X3 XDRIVE 20I TRAVEL STEPTRONICCHF 64'000AB CHF 1'025 / MONAT4 / 6OCCASION06.202212.800 KMAUTOMATBENZIN5432 (AG)PREISCHF 64'000FINANZIERUNGAB CHF 1'025 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 64'000,X3 xDrive 20i Travel Steptronic,Occasion06.202212.800 kmAutomatBenzin5432 (AG),AG,5432,12.800,2022,64000,12800,0,0,1,1,0-50k,6400.0,low
1705078283-575,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=42,BMW X2 X2 XDRIVE 20D STEPTRONICCHF 29'400AB CHF 471 / MONAT4.5 / 6OCCASION07.201853.800 KMAUTOMAT SEQUENTIELLDIESEL8105 (ZH)PREISCHF 29'400FINANZIERUNGAB CHF 471 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 29'400,X2 xDrive 20d Steptronic,Occasion07.201853.800 kmAutomat sequentiellDiesel8105 (ZH),ZH,8105,53.800,2018,29400,53800,0,0,1,1,50-120k,8966.67,low
1705078283-576,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=42,BMW 520 520D XDRIVE STEPTRONICCHF 33'900AB CHF 543 / MONAT4 / 6OCCASION12.201784.900 KMAUTOMAT SEQUENTIELLDIESEL8105 (ZH)PREISCHF 33'900FINANZIERUNGAB CHF 543 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 33'900,520d xDrive Steptronic,Occasion12.201784.900 kmAutomat sequentiellDiesel8105 (ZH),ZH,8105,84.900,2017,33900,84900,0,0,1,1,50-120k,12128.57,medium
1705078283-577,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=42,BMW 220 ACTIVE TOURER 220I ACTIVE TOURERCHF 19'900AB CHF 319 / MONAT4.5 / 6OCCASION03.201647.000 KMSCHALTGETRIEBEBENZIN8105 (ZH)PREISCHF 19'900FINANZIERUNGAB CHF 319 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 19'900,220i Active Tourer,Occasion03.201647.000 kmSchaltgetriebeBenzin8105 (ZH),ZH,8105,47.000,2016,19900,47000,0,0,0,0,0-50k,5875.0,low
1705078283-578,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=42,BMW 520 520D XDRIVE TOURING STEPTRONICCHF 35'900AB CHF 575 / MONAT5 / 6OCCASION10.201940.900 KMAUTOMAT SEQUENTIELLDIESEL8105 (ZH)PREISCHF 35'900FINANZIERUNGAB CHF 575 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 35'900,520d xDrive Touring Steptronic,Occasion10.201940.900 kmAutomat sequentiellDiesel8105 (ZH),ZH,8105,40.900,2019,35900,40900,0,0,1,1,0-50k,8180.0,low
1705078283-579,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=42,BMW X3 X3 XDRIVE M40I STEPTRONICCHF 42'900AB CHF 687 / MONAT4.5 / 6OCCASION05.201982.500 KMAUTOMAT SEQUENTIELLBENZIN8105 (ZH)PREISCHF 42'900FINANZIERUNGAB CHF 687 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 42'900,X3 xDrive M40i Steptronic,Occasion05.201982.500 kmAutomat sequentiellBenzin8105 (ZH),ZH,8105,82.500,2019,42900,82500,0,0,1,1,50-120k,16500.0,high
1705078283-580,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=42,BMW X1 X1 XDRIVE 30E XLINECHF 76'010AB CHF 1'217 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO1950 (VS)PREISCHF 76'010FINANZIERUNGAB CHF 1'217 / MONATANFRAGEN MERKENDETAILS,CHF 76'010,X1 xDrive 30e xLine,Neuwagen10 kmAutomatBenzin/Elektro1950 (VS),VS,1950,,1950,76010,,0,0,1,1,,,
1705078289-581,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=41,BMW M135 M135I XDRIVE STEPTRONICCHF 19'890AB CHF 318 / MONAT4 / 6OCCASION11.2013127.000 KMAUTOMATBENZIN9535 (TG)PREISCHF 19'890FINANZIERUNGAB CHF 318 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 19'890,M135i xDrive Steptronic,Occasion11.2013127.000 kmAutomatBenzin9535 (TG),TG,9535,127.000,2013,19890,127000,0,0,1,1,120k+,11545.45,medium
1705078289-582,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=41,BMW X2 X2 XDRIVE 20D M SPORT X STEPTRONICCHF 35'900AB CHF 575 / MONAT5 / 6OCCASION06.202224.600 KMAUTOMATDIESEL9554 (TG)PREISCHF 35'900FINANZIERUNGAB CHF 575 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 35'900,X2 xDrive 20d M Sport X Steptronic,Occasion06.202224.600 kmAutomatDiesel9554 (TG),TG,9554,24.600,2022,35900,24600,0,0,1,1,0-50k,12300.0,medium
1705078289-583,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=41,BMW 320 320D XDRIVE M SPORT STEPTRONICCHF 38'900AB CHF 623 / MONAT3.5 / 6OCCASION05.202087.400 KMAUTOMATDIESEL8953 (ZH)PREISCHF 38'900FINANZIERUNGAB CHF 623 / MONAT3.5 / 6ANFRAGEN MERKENDETAILS,CHF 38'900,320d xDrive M Sport Steptronic,Occasion05.202087.400 kmAutomatDiesel8953 (ZH),ZH,8953,87.400,2020,38900,87400,0,0,1,1,50-120k,21850.0,high
1705078289-584,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=41,BMW X1 X1 XDRIVE 25D M SPORT STEPTRONICCHF 23'900AB CHF 383 / MONAT4.5 / 6OCCASION04.2017103.000 KMAUTOMATDIESEL9450 (SG)PREISCHF 23'900FINANZIERUNGAB CHF 383 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 23'900,X1 xDrive 25d M Sport Steptronic,Occasion04.2017103.000 kmAutomatDiesel9450 (SG),SG,9450,103.000,2017,23900,103000,0,0,1,1,50-120k,14714.29,medium
1705078289-585,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=41,BMW X3 X3 XDRIVE 20DCHF 13'900AB CHF 223 / MONAT5 / 6OCCASION02.2014128.847 KMMANUELLDIESEL5242 (AG)PREISCHF 13'900FINANZIERUNGAB CHF 223 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 13'900,X3 xDrive 20d,Occasion02.2014128.847 kmManuellDiesel5242 (AG),AG,5242,128.847,2014,13900,128847,0,0,1,0,120k+,12884.7,medium
1705078289-586,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=41,BMW X3 X3 XDRIVE 48V M40D TRAVEL STEPTRONICCHF 99'690AB CHF 1'596 / MONAT4.5 / 6VORFÜHRWAGEN01.20243.000 KMAUTOMATELEKTRO/DIESEL8404 (ZH)PREISCHF 99'690FINANZIERUNGAB CHF 1'596 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 99'690,X3 xDrive 48V M40d Travel Steptronic,Vorführwagen01.20243.000 kmAutomatElektro/Diesel8404 (ZH),ZH,8404,3.000,2024,99690,3000,0,0,1,1,0-50k,inf,
1705078289-587,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=41,BMW X3 X3 XDRIVE 30I STEPTRONICCHF 90'400AB CHF 1'447 / MONATNEUWAGEN10 KMAUTOMATBENZIN8404 (ZH)PREISCHF 90'400FINANZIERUNGAB CHF 1'447 / MONATANFRAGEN MERKENDETAILS,CHF 90'400,X3 xDrive 30i Steptronic,Neuwagen10 kmAutomatBenzin8404 (ZH),ZH,8404,,8404,90400,,0,0,1,1,,,
1705078289-588,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=41,BMW X5 X5 XDRIVE 50E M SPORT PRO STEPTRONICCHF 130'750AB CHF 2'093 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO8404 (ZH)PREISCHF 130'750FINANZIERUNGAB CHF 2'093 / MONATANFRAGEN MERKENDETAILS,CHF 130'750,X5 xDrive 50e M Sport Pro Steptronic,Neuwagen10 kmAutomatBenzin/Elektro8404 (ZH),ZH,8404,,8404,130750,,0,0,1,1,,,
1705078289-589,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=41,BMW M3 M3 TOURING XDRIVE COMPETITION MCHF 126'900AB CHF 2'032 / MONATNEUWAGEN10 KMAUTOMATBENZIN9016 (SG)PREISCHF 126'900FINANZIERUNGAB CHF 2'032 / MONATANFRAGEN MERKENDETAILS,CHF 126'900,M3 Touring xDrive Competition M,Neuwagen10 kmAutomatBenzin9016 (SG),SG,9016,,9016,126900,,0,1,1,1,,,
1705078289-590,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=41,BMW M3 M3 COMPETITION M XDRIVECHF 135'100AB CHF 2'163 / MONATNEUWAGEN10 KMAUTOMATBENZIN9016 (SG)PREISCHF 135'100FINANZIERUNGAB CHF 2'163 / MONATANFRAGEN MERKENDETAILS,CHF 135'100,M3 Competition M xDrive,Neuwagen10 kmAutomatBenzin9016 (SG),SG,9016,,9016,135100,,0,1,1,1,,,
1705078297-591,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=40,BMW X5 X5 XDRIVE 40D STEPTRONICCHF 27'900AB CHF 447 / MONAT3.5 / 6OCCASION02.2015181.000 KMAUTOMATDIESEL8953 (ZH)PREISCHF 27'900FINANZIERUNGAB CHF 447 / MONAT3.5 / 6ANFRAGEN MERKENDETAILS,CHF 27'900,X5 xDrive 40d Steptronic,Occasion02.2015181.000 kmAutomatDiesel8953 (ZH),ZH,8953,181.000,2015,27900,181000,0,0,1,1,120k+,20111.11,high
1705078297-592,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=40,BMW X5 X5 XDRIVE 48V 30D M SPORT STEPTRONICCHF 71'800AB CHF 1'149 / MONAT5 / 6OCCASION05.202322.000 KMAUTOMATELEKTRO/DIESEL2504 (BE)PREISCHF 71'800FINANZIERUNGAB CHF 1'149 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 71'800,X5 xDrive 48V 30d M Sport Steptronic,Occasion05.202322.000 kmAutomatElektro/Diesel2504 (BE),BE,2504,22.000,2023,71800,22000,0,0,1,1,0-50k,22000.0,high
1705078297-593,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=40,BMW X1 X1 XDRIVE 23D 48VCHF 48'800AB CHF 781 / MONAT4.5 / 6OCCASION03.202326.000 KMAUTOMATBENZIN/ELEKTRO2504 (BE)PREISCHF 48'800FINANZIERUNGAB CHF 781 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 48'800,X1 xDrive 23d 48V,Occasion03.202326.000 kmAutomatBenzin/Elektro2504 (BE),BE,2504,26.000,2023,48800,26000,0,0,1,1,0-50k,26000.0,high
1705078297-594,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=40,BMW X1 X1 XDRIVE 20D STEPTRONICCHF 18'800AB CHF 301 / MONAT4.5 / 6OCCASION09.2018160.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 18'800FINANZIERUNGAB CHF 301 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 18'800,X1 xDrive 20d Steptronic,Occasion09.2018160.000 kmAutomatDiesel2540 (SO),SO,2540,160.000,2018,18800,160000,0,0,1,1,120k+,26666.67,high
1705078297-595,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=40,BMW X1 X1 XDRIVE 18D STEPTRONICCHF 19'000AB CHF 304 / MONAT4.5 / 6OCCASION02.2018123.000 KMAUTOMATDIESEL2540 (SO)PREISCHF 19'000FINANZIERUNGAB CHF 304 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 19'000,X1 xDrive 18d Steptronic,Occasion02.2018123.000 kmAutomatDiesel2540 (SO),SO,2540,123.000,2018,19000,123000,0,0,1,1,120k+,20500.0,high
1705078297-596,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=40,BMW 640 GRAN TURISMO 640I GT XDRIVE STEPTRONICCHF 45'900AB CHF 735 / MONAT5 / 6OCCASION10.201819.426 KMAUTOMATBENZIN8153 (ZH)PREISCHF 45'900FINANZIERUNGAB CHF 735 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 45'900,640i GT xDrive Steptronic,Occasion10.201819.426 kmAutomatBenzin8153 (ZH),ZH,8153,19.426,2018,45900,19426,0,0,1,1,0-50k,3237.67,low
1705078297-597,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=40,BMW M2 M2 STEPTRONICCHF 78'900AB CHF 1'263 / MONAT4.5 / 6OCCASION06.20239.800 KMAUTOMATBENZIN5074 (AG)PREISCHF 78'900FINANZIERUNGAB CHF 1'263 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 78'900,M2 Steptronic,Occasion06.20239.800 kmAutomatBenzin5074 (AG),AG,5074,9.800,2023,78900,9800,0,0,0,1,0-50k,9800.0,low
1705078297-598,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=40,BMW 530 530D XDRIVE SPORT LINE STEPTRONICCHF 37'900AB CHF 607 / MONAT4 / 6OCCASION06.2017102.000 KMAUTOMATDIESEL6418 (SZ)PREISCHF 37'900FINANZIERUNGAB CHF 607 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 37'900,530d xDrive Sport Line Steptronic,Occasion06.2017102.000 kmAutomatDiesel6418 (SZ),SZ,6418,102.000,2017,37900,102000,0,0,1,1,50-120k,14571.43,medium
1705078297-599,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=40,BMW 120 120D XDRIVE STEPTRONIC SPORT LINECHF 29'900AB CHF 479 / MONAT4.5 / 6OCCASION05.202072.000 KMAUTOMATDIESEL8180 (ZH)PREISCHF 29'900FINANZIERUNGAB CHF 479 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 29'900,120d xDrive Steptronic Sport Line,Occasion05.202072.000 kmAutomatDiesel8180 (ZH),ZH,8180,72.000,2020,29900,72000,0,0,1,1,50-120k,18000.0,high
1705078297-600,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=40,BMW 530 530D XDRIVE TOURING SPORT LINE STEPTRONICCHF 37'800AB CHF 605 / MONAT5 / 6OCCASION05.201850.300 KMAUTOMATDIESEL2540 (SO)PREISCHF 37'800FINANZIERUNGAB CHF 605 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 37'800,530d xDrive Touring Sport Line Steptronic,Occasion05.201850.300 kmAutomatDiesel2540 (SO),SO,2540,50.300,2018,37800,50300,0,0,1,1,50-120k,8383.33,low
1705078302-601,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=39,BMW X2 X2 XDRIVE 18D STEPTRONICCHF 24'500AB CHF 392 / MONAT5 / 6OCCASION12.202060.200 KMAUTOMATDIESEL8352 (ZH)PREISCHF 24'500FINANZIERUNGAB CHF 392 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 24'500,X2 xDrive 18d Steptronic,Occasion12.202060.200 kmAutomatDiesel8352 (ZH),ZH,8352,60.200,2020,24500,60200,0,0,1,1,50-120k,15050.0,high
1705078302-602,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=39,BMW M2 M2 DRIVELOGICCHF 48'900AB CHF 783 / MONAT4 / 6OCCASION03.201851.000 KMAUTOMATBENZIN5317 (AG)PREISCHF 48'900FINANZIERUNGAB CHF 783 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 48'900,M2 Drivelogic,Occasion03.201851.000 kmAutomatBenzin5317 (AG),AG,5317,51.000,2018,48900,51000,0,0,0,1,50-120k,8500.0,low
1705078302-603,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=39,BMW X1 X1 XDRIVE 20D M SPORT STEPTRONICCHF 29'900AB CHF 479 / MONAT4.5 / 6OCCASION06.201857.700 KMAUTOMATDIESEL5317 (AG)PREISCHF 29'900FINANZIERUNGAB CHF 479 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 29'900,X1 xDrive 20d M Sport Steptronic,Occasion06.201857.700 kmAutomatDiesel5317 (AG),AG,5317,57.700,2018,29900,57700,0,0,1,1,50-120k,9616.67,low
1705078302-604,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=39,BMW X5M X5M COMPETITION STEPTRONIC COMPETITIONCHF 104'800AB CHF 1'678 / MONAT5 / 6OCCASION06.202155.480 KMAUTOMATBENZIN8302 (ZH)PREISCHF 104'800FINANZIERUNGAB CHF 1'678 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 104'800,X5M Competition Steptronic Competition,Occasion06.202155.480 kmAutomatBenzin8302 (ZH),ZH,8302,55.480,2021,104800,55480,0,1,0,1,50-120k,18493.33,high
1705078302-605,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=39,BMW X5 X5 XDRIVE 35D (3.0SD) STEPTRONICCHF 19'500AB CHF 312 / MONAT4.5 / 6OCCASION02.2009130.000 KMAUTOMATDIESEL8865 (GL)PREISCHF 19'500FINANZIERUNGAB CHF 312 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 19'500,X5 xDrive 35d (3.0sd) Steptronic,Occasion02.2009130.000 kmAutomatDiesel8865 (GL),GL,8865,130.000,2009,19500,130000,0,0,1,1,120k+,8666.67,low
1705078302-606,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=39,BMW X1 X1 XDRIVE 18D STEPTRONICCHF 19'900AB CHF 319 / MONAT5 / 6OCCASION08.2019104.400 KMAUTOMATDIESEL5317 (AG)PREISCHF 19'900FINANZIERUNGAB CHF 319 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 19'900,X1 xDrive 18d Steptronic,Occasion08.2019104.400 kmAutomatDiesel5317 (AG),AG,5317,104.400,2019,19900,104400,0,0,1,1,50-120k,20880.0,high
1705078302-607,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=39,BMW M135 M135I XDRIVE STEPTRONICCHF 34'850AB CHF 558 / MONAT4.5 / 6OCCASION10.201983.500 KMAUTOMATBENZIN8494 (ZH)PREISCHF 34'850FINANZIERUNGAB CHF 558 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 34'850,M135i xDrive Steptronic,Occasion10.201983.500 kmAutomatBenzin8494 (ZH),ZH,8494,83.500,2019,34850,83500,0,0,1,1,50-120k,16700.0,high
