web-scraper-order,model_raw,Location,PLZ,Year,price,km,luxury,competition,xDrive,automat,km_cat,km_per_year,lat,lon
1705078239-509,M550i xDrive M Sport Pro Steptronic,AG,4665,2023,89900,2200.0,0,0,1,1,0-50k,2200.0,47.31504821777344,7.912245750427246
1705078239-510,525d Touring xDrive Steptronic,SO,2540,2016,16900,159000.0,0,0,1,1,120k+,19875.0,47.20136260986328,7.386629104614258
1705078246-511,M240i xDrive Steptronic,TG,8532,2019,37900,47000.0,0,0,1,1,0-50k,9400.0,47.58451843261719,8.873852729797363
1705078246-512,535i xDrive Steptronic,TI,6962,2011,14900,207000.0,0,0,1,1,120k+,15923.08,46.01238250732422,8.971834182739258
1705078246-513,335i xDrive Coupé,ZH,8610,2010,17550,131000.0,0,0,1,0,120k+,9357.14,47.34828186035156,8.690396308898926
1705078246-514,M240i xDrive Steptronic,ZH,8953,2022,59900,34400.0,0,0,1,1,0-50k,17200.0,47.40451431274414,8.402215957641602
1705078246-515,120i Cabrio,SZ,6403,2010,8900,115000.0,0,0,0,1,50-120k,8214.29,47.07447052001953,8.42626667022705
1705078246-516,i8 Coupé,ZH,8105,2014,59900,64900.0,0,0,0,1,50-120k,6490.0,47.44045639038086,8.478424072265625
1705078246-517,X5 xDrive M50d Steptronic,LU,6207,2016,39900,97500.0,0,0,1,1,50-120k,12187.5,47.13384246826172,8.137223243713379
1705078246-518,M340i xDriveTouring Steptronic M Sport,GR,7000,2020,51900,50000.0,0,0,1,1,0-50k,12500.0,46.864017486572266,9.535412788391113
1705078246-519,X3 M40i Individual,SG,9016,9016,97000,,0,0,0,1,,,47.44694519042969,9.404833793640137
1705078246-520,530e xDrive M Sport Steptronic,BL,4147,2023,59999,15800.0,0,0,1,1,0-50k,15800.0,47.465938568115234,7.600322723388672
1705078251-521,M240i xDrive Steptronic,SO,2540,2017,27900,74000.0,0,0,1,1,50-120k,10571.43,47.20136260986328,7.386629104614258
1705078251-522,223i Active Tourer xDrive DKG,SG,9016,9016,64500,,0,0,1,1,,,47.44694519042969,9.404833793640137
1705078251-523,iX xDrive50,SG,9016,9016,119000,,0,0,1,0,,,47.44694519042969,9.404833793640137
1705078251-524,M2 Steptronic,SG,9016,9016,89800,,0,0,0,1,,,47.44694519042969,9.404833793640137
1705078251-525,218d xDrive Gran Tourer Steptronic,BL,4147,2020,22499,62500.0,0,0,1,1,50-120k,15625.0,47.465938568115234,7.600322723388672
1705078251-526,116i Steptronic,ZH,8105,2013,17900,18000.0,0,0,0,1,0-50k,1636.36,47.44045639038086,8.478424072265625
1705078251-527,X1 xDrive 18d Steptronic,SO,2540,2019,18500,115000.0,0,0,1,1,50-120k,23000.0,47.20136260986328,7.386629104614258
1705078251-528,420d Gran Coupé Steptronic,TI,6814,2015,19900,113300.0,0,0,0,1,50-120k,12588.89,46.035648345947266,8.932036399841309
1705078251-529,116i,SO,4562,2010,3800,167000.0,0,0,0,0,120k+,11928.57,47.17668914794922,7.555534839630127
1705078251-530,X5 xDrive 40e iPerformance Steptronic,BL,4132,2016,33900,99860.0,0,0,1,1,50-120k,12482.5,47.52479553222656,7.647059917449951
1705078257-531,225e xDrive Active Tourer,SG,9443,2023,60500,2000.0,0,0,1,1,0-50k,2000.0,47.3978271484375,9.643622398376465
1705078257-532,218d xDrive Gran Tourer Steptronic,BL,4132,2020,24900,49600.0,0,0,1,1,0-50k,12400.0,47.52479553222656,7.647059917449951
1705078257-533,223i Active Tourer xDrive M Sport DKG,SG,9443,9443,58300,,0,0,1,1,,,47.3978271484375,9.643622398376465
1705078257-534,X3 xDrive 48V M40d Travel Steptronic,ZH,8706,8706,98900,,0,0,1,1,,,47.266754150390625,8.651280403137207
1705078257-535,M440i xDrive 48V Cabriolet Steptronic,LU,6208,2021,61900,36500.0,0,0,1,1,0-50k,12166.67,47.14556121826172,8.099379539489746
1705078257-536,X3 xDrive 20i xLine Steptronic,ZH,8953,2019,38900,32000.0,0,0,1,1,0-50k,6400.0,47.40451431274414,8.402215957641602
1705078257-537,740d xDrive Steptronic,TI,6963,2017,61900,43372.0,0,0,1,1,0-50k,6196.0,46.022743225097656,8.968234062194824
1705078257-538,X5 xDrive 48V 40d M Sport Steptronic,BL,4132,2021,64900,45600.0,0,0,1,1,0-50k,15200.0,47.52479553222656,7.647059917449951
1705078257-539,X5 xDrive45e M Sport Steptronic,AG,5644,2021,82900,19000.0,0,0,1,1,0-50k,6333.33,47.2278938293457,8.373826026916504
1705078257-540,X5 xDrive 25d Steptronic,VD,1033,2017,24900,119000.0,0,0,1,1,50-120k,17000.0,46.58718490600586,6.606050491333008
1705078263-541,118i,TG,8500,8500,53900,,0,0,0,0,,,47.549861907958984,8.935318946838379
1705078263-542,X3 xDrive M Steptronic,FL,9494,2021,75900,35000.0,0,0,1,1,0-50k,11666.67,,
1705078263-543,X3 xDrive M40i Steptronic,FL,9495,2021,61900,35000.0,0,0,1,1,0-50k,11666.67,,
1705078263-544,X3 xDrive M Competition Steptronic,BE,3123,2020,62400,53500.0,0,1,1,1,50-120k,13375.0,46.90315628051758,7.502532005310059
1705078263-545,230e xDrive Active Tourer M Sport,ZH,8706,8706,66500,,0,0,1,1,,,47.266754150390625,8.651280403137207
1705078263-546,X3 xDrive 30e M Sport,ZH,8706,8706,88500,,0,0,1,1,,,47.266754150390625,8.651280403137207
1705078263-547,X7 xDrive 48V 40d  M Sport Pro Steptronic,ZH,8706,8706,145000,,0,0,1,1,,,47.266754150390625,8.651280403137207
1705078263-548,X5 xDrive 48V 40i M Sport Pro Steptronic,ZH,8706,8706,126000,,0,0,1,1,,,47.266754150390625,8.651280403137207
1705078263-549,M2 Steptronic,ZH,8404,8404,96850,,0,0,0,1,,,47.51799392700195,8.762868881225586
1705078263-550,M2 Competition Drivelogic,ZH,8953,2020,61900,21500.0,0,1,0,1,0-50k,5375.0,47.40451431274414,8.402215957641602
1705078269-551,X6 M50d Steptronic,TG,8280,2015,48800,71800.0,0,0,0,1,50-120k,7977.78,47.65008544921875,9.177812576293945
1705078269-552,X5 xDrive 40i Steptronic,ZH,8153,2019,58900,71502.0,0,0,1,1,50-120k,14300.4,47.4549560546875,8.524186134338379
1705078269-553,318i,FR,3178,2008,2500,232775.0,0,0,0,0,120k+,14548.44,46.89778137207031,7.229503631591797
1705078269-554,318i,FR,3184,2007,5900,176000.0,0,0,0,0,120k+,10352.94,46.87484359741211,7.278999328613281
1705078269-555,520d xDrive Steptronic,BE,3613,2014,16800,146286.0,0,0,1,1,120k+,14628.6,46.763607025146484,7.617023944854736
1705078269-556,X5 xDrive M50d Steptronic,ZH,8311,2018,49999,58200.0,0,0,1,1,50-120k,9700.0,47.474388122558594,8.67536449432373
1705078269-557,120d xDrive Steptronic M Sport,GE,1206,2019,30500,57380.0,0,0,1,1,50-120k,11476.0,46.8227653503418,8.625267028808594
1705078269-558,M6,VD,1000,2006,44900,82000.0,0,0,0,1,50-120k,4555.56,46.553287506103516,6.698237895965576
1705078269-559,330i xDrive Touring Edition M Sport Steptronic,SG,9534,2018,28500,100000.0,0,0,1,1,50-120k,16666.67,47.392234802246094,9.023822784423828
1705078269-560,540i xDrive Sport Line Steptronic,ZH,8041,2018,45900,130100.0,0,0,1,1,120k+,21683.33,47.32240295410156,8.51379680633545
1705078276-561,530e xDrive Touring M Sport Steptronic,ZG,6314,2021,67000,40000.0,0,0,1,1,0-50k,13333.33,47.11505889892578,8.60737133026123
1705078276-562,520d xDrive 48V Steptronic,SG,9016,9016,91500,,0,0,1,1,,,47.44694519042969,9.404833793640137
1705078276-563,520d xDrive 48V Steptronic,SG,9016,9016,86300,,0,0,1,1,,,47.44694519042969,9.404833793640137
1705078276-564,i4 eDrive 35,SG,9016,9016,68900,,0,0,0,0,,,47.44694519042969,9.404833793640137
1705078276-565,520d xDrive Luxury Line Steptronic,BL,4107,2018,29990,94000.0,1,0,1,1,50-120k,15666.67,47.478431701660156,7.543700695037842
1705078276-566,X5 xDrive M50i Steptronic,BL,4107,2020,69990,66000.0,0,0,1,1,50-120k,16500.0,47.478431701660156,7.543700695037842
1705078276-567,X6M Steptronic M Competition,AG,5702,2022,109900,40900.0,0,1,0,1,0-50k,20450.0,46.459197998046875,6.213508605957031
1705078276-568,X3 xDrive 30e,AG,5702,2023,59900,30850.0,0,0,1,1,0-50k,30850.0,46.459197998046875,6.213508605957031
1705078276-569,118i,TG,8500,2014,12900,101046.0,0,0,0,0,50-120k,10104.6,47.549861907958984,8.935318946838379
1705078276-570,123d Cabrio Steptronic,ZH,8620,2012,7900,230000.0,0,0,0,1,120k+,19166.67,47.308982849121094,8.79793643951416
1705078283-571,220i Active Tourer DKG Sport Line,BL,4132,2019,27900,28700.0,0,0,0,1,0-50k,5740.0,47.52479553222656,7.647059917449951
1705078283-572,750i xDrive M Sport Steptronic,ZH,8052,2020,103900,31100.0,0,0,1,1,0-50k,7775.0,47.433006286621094,8.545095443725586
1705078283-573,120d xDrive Edition M Sport Steptronic,ZH,8953,2018,19900,103000.0,0,0,1,1,50-120k,17166.67,47.40451431274414,8.402215957641602
1705078283-574,X3 xDrive 20i Travel Steptronic,AG,5432,2022,64000,12800.0,0,0,1,1,0-50k,6400.0,47.452388763427734,8.319158554077148
1705078283-575,X2 xDrive 20d Steptronic,ZH,8105,2018,29400,53800.0,0,0,1,1,50-120k,8966.67,47.44045639038086,8.478424072265625
1705078283-576,520d xDrive Steptronic,ZH,8105,2017,33900,84900.0,0,0,1,1,50-120k,12128.57,47.44045639038086,8.478424072265625
1705078283-577,220i Active Tourer,ZH,8105,2016,19900,47000.0,0,0,0,0,0-50k,5875.0,47.44045639038086,8.478424072265625
1705078283-578,520d xDrive Touring Steptronic,ZH,8105,2019,35900,40900.0,0,0,1,1,0-50k,8180.0,47.44045639038086,8.478424072265625
1705078283-579,X3 xDrive M40i Steptronic,ZH,8105,2019,42900,82500.0,0,0,1,1,50-120k,16500.0,47.44045639038086,8.478424072265625
1705078283-580,X1 xDrive 30e xLine,VS,1950,1950,76010,,0,0,1,1,,,46.235191345214844,7.360204219818115
1705078289-581,M135i xDrive Steptronic,TG,9535,2013,19890,127000.0,0,0,1,1,120k+,11545.45,47.44810485839844,9.037686347961426
1705078289-582,X2 xDrive 20d M Sport X Steptronic,TG,9554,2022,35900,24600.0,0,0,1,1,0-50k,12300.0,47.50865936279297,9.017068862915039
1705078289-583,320d xDrive M Sport Steptronic,ZH,8953,2020,38900,87400.0,0,0,1,1,50-120k,21850.0,47.40451431274414,8.402215957641602
1705078289-584,X1 xDrive 25d M Sport Steptronic,SG,9450,2017,23900,103000.0,0,0,1,1,50-120k,14714.29,47.378875732421875,9.540489196777344
1705078289-585,X3 xDrive 20d,AG,5242,2014,13900,128847.0,0,0,1,0,120k+,12884.7,45.84852981567383,9.005949020385742
1705078289-586,X3 xDrive 48V M40d Travel Steptronic,ZH,8404,2024,99690,3000.0,0,0,1,1,0-50k,inf,47.51799392700195,8.762868881225586
1705078289-587,X3 xDrive 30i Steptronic,ZH,8404,8404,90400,,0,0,1,1,,,47.51799392700195,8.762868881225586
1705078289-588,X5 xDrive 50e M Sport Pro Steptronic,ZH,8404,8404,130750,,0,0,1,1,,,47.51799392700195,8.762868881225586
1705078289-589,M3 Touring xDrive Competition M,SG,9016,9016,126900,,0,1,1,1,,,47.44694519042969,9.404833793640137
1705078289-590,M3 Competition M xDrive,SG,9016,9016,135100,,0,1,1,1,,,47.44694519042969,9.404833793640137
1705078297-591,X5 xDrive 40d Steptronic,ZH,8953,2015,27900,181000.0,0,0,1,1,120k+,20111.11,47.40451431274414,8.402215957641602
1705078297-592,X5 xDrive 48V 30d M Sport Steptronic,BE,2504,2023,71800,22000.0,0,0,1,1,0-50k,22000.0,47.14575958251953,7.270869731903076
1705078297-593,X1 xDrive 23d 48V,BE,2504,2023,48800,26000.0,0,0,1,1,0-50k,26000.0,47.14575958251953,7.270869731903076
1705078297-594,X1 xDrive 20d Steptronic,SO,2540,2018,18800,160000.0,0,0,1,1,120k+,26666.67,47.20136260986328,7.386629104614258
1705078297-595,X1 xDrive 18d Steptronic,SO,2540,2018,19000,123000.0,0,0,1,1,120k+,20500.0,47.20136260986328,7.386629104614258
1705078297-596,640i GT xDrive Steptronic,ZH,8153,2018,45900,19426.0,0,0,1,1,0-50k,3237.67,47.4549560546875,8.524186134338379
1705078297-597,M2 Steptronic,AG,5074,2023,78900,9800.0,0,0,0,1,0-50k,9800.0,47.5477294921875,7.981661319732666
1705078297-598,530d xDrive Sport Line Steptronic,SZ,6418,2017,37900,102000.0,0,0,1,1,50-120k,14571.43,47.09423828125,8.674870491027832
1705078297-599,120d xDrive Steptronic Sport Line,ZH,8180,2020,29900,72000.0,0,0,1,1,50-120k,18000.0,47.52285385131836,8.53530216217041
1705078297-600,530d xDrive Touring Sport Line Steptronic,SO,2540,2018,37800,50300.0,0,0,1,1,50-120k,8383.33,47.20136260986328,7.386629104614258
1705078302-601,X2 xDrive 18d Steptronic,ZH,8352,2020,24500,60200.0,0,0,1,1,50-120k,15050.0,47.5051383972168,8.80135440826416
1705078302-602,M2 Drivelogic,AG,5317,2018,48900,51000.0,0,0,0,1,50-120k,8500.0,46.28876876831055,8.66025161743164
1705078302-603,X1 xDrive 20d M Sport Steptronic,AG,5317,2018,29900,57700.0,0,0,1,1,50-120k,9616.67,46.28876876831055,8.66025161743164
1705078302-604,X5M Competition Steptronic Competition,ZH,8302,2021,104800,55480.0,0,1,0,1,50-120k,18493.33,47.462501525878906,8.579726219177246
1705078302-605,X5 xDrive 35d (3.0sd) Steptronic,GL,8865,2009,19500,130000.0,0,0,1,1,120k+,8666.67,47.13931655883789,9.038930892944336
1705078302-606,X1 xDrive 18d Steptronic,AG,5317,2019,19900,104400.0,0,0,1,1,50-120k,20880.0,46.28876876831055,8.66025161743164
1705078302-607,M135i xDrive Steptronic,ZH,8494,2019,34850,83500.0,0,0,1,1,50-120k,16700.0,47.362789154052734,8.92087173461914
1705078302-608,X1 xDrive 18d Sport Line Steptronic,ZH,8105,2018,24900,72000.0,0,0,1,1,50-120k,12000.0,47.44045639038086,8.478424072265625
1705078302-609,M340i xDrive Steptronic,VS,1907,2019,47900,75000.0,0,0,1,1,50-120k,15000.0,46.12668991088867,7.177529335021973
1705078302-610,M4 Coupé Competition M xDrive,BE,3400,3400,97430,,0,1,1,1,,,47.05270767211914,7.623175144195557
1705078308-611,M440i xDrive 48V Gran Coupé Steptronic,TG,8580,2023,64800,6600.0,0,0,1,1,0-50k,6600.0,47.54876708984375,9.304634094238281
1705078308-612,118d,BE,3176,2017,19900,41000.0,0,0,0,1,0-50k,5857.14,46.8940315246582,7.301405429840088
1705078308-613,220d M Sport Steptronic,TG,9220,2015,19900,116000.0,0,0,0,1,50-120k,12888.89,47.5069580078125,9.270942687988281
1705078308-614,218d Gran Tourer Steptronic,ZH,8952,2018,17500,64900.0,0,0,0,1,50-120k,10816.67,47.39497756958008,8.437274932861328
1705078308-615,X1 xDrive 20i M Sport Steptronic,TI,6877,2018,30500,64100.0,0,0,1,1,50-120k,10683.33,45.85403823852539,8.988313674926758
1705078308-616,X5 xDrive45e Steptronic,LU,6010,2023,74900,23000.0,0,0,1,1,0-50k,23000.0,47.044532775878906,8.272661209106445
1705078308-617,X4M M Competition Steptronic,LU,6010,2020,61900,78500.0,0,1,0,1,50-120k,19625.0,47.044532775878906,8.272661209106445
1705078308-618,X1 xDrive 23i 48V M Sport,LU,6010,2023,59900,7000.0,0,0,1,1,0-50k,7000.0,47.044532775878906,8.272661209106445
1705078308-619,X1 xDrive 20i Sport Line Steptronic,ZG,6312,2016,18900,130000.0,0,0,1,1,120k+,16250.0,47.19575881958008,8.484529495239258
1705078308-620,i3 (60Ah),VS,1950,2014,13900,86500.0,0,0,0,1,50-120k,8650.0,46.235191345214844,7.360204219818115
1705078314-621,X6 xDrive 35d Steptronic,VD,1400,2009,16900,186000.0,0,0,1,1,120k+,12400.0,46.76374816894531,6.640759468078613
1705078314-622,X1 xDrive 20d Steptronic,SO,2540,2016,16500,160000.0,0,0,1,1,120k+,20000.0,47.20136260986328,7.386629104614258
1705078314-623,X5 xDrive 48V 30d M Sport Steptronic,ZH,8413,2022,87470,48000.0,0,0,1,1,0-50k,24000.0,47.53014373779297,8.63697338104248
1705078314-624,M850i xDrive Steptronic,SG,9430,2020,67900,74000.0,0,0,1,1,50-120k,18500.0,47.45842742919922,9.61307430267334
1705078314-625,M6 Gran Coupé Drivelogic,ZH,6340,2014,69900,95800.0,0,0,0,1,50-120k,9580.0,47.179317474365234,8.530610084533691
1705078314-626,430i xDrive Gran Coupé M Sport Steptronic,TG,8580,2022,52800,9100.0,0,0,1,1,0-50k,4550.0,47.54876708984375,9.304634094238281
1705078314-627,X1 xDrive 23d Steptronic,SG,8735,2010,5900,252924.0,0,0,1,1,120k+,18066.0,47.24537658691406,8.96800422668457
1705078314-628,X1 xDrive 20d xLine Steptronic,SO,2540,2017,26500,41000.0,0,0,1,1,0-50k,5857.14,47.20136260986328,7.386629104614258
1705078314-629,M135i xDrive Steptronic,TG,8580,2022,44800,13200.0,0,0,1,1,0-50k,6600.0,47.54876708984375,9.304634094238281
1705078314-630,M2 Steptronic,TG,8580,2023,74800,,0,0,0,1,,,47.54876708984375,9.304634094238281
1705078320-631,530d xDrive Touring Sport Line Steptronic,ZH,8620,2017,31900,123000.0,0,0,1,1,120k+,17571.43,47.308982849121094,8.79793643951416
1705078320-632,330e Steptronic M Sport,SZ,8864,2020,39800,54000.0,0,0,0,1,50-120k,13500.0,47.17209243774414,8.979537010192871
1705078320-633,X1 xDrive 25d M Sport Steptronic,SG,9443,2016,25900,90500.0,0,0,1,1,50-120k,11312.5,47.3978271484375,9.643622398376465
1705078320-634,M5 xDrive Competition Drivelogic,NE,2075,2019,76990,23500.0,0,1,1,1,0-50k,4700.0,47.02458572387695,7.02109432220459
1705078320-635,X4 M 40i Steptronic,BE,3421,2017,33000,50100.0,0,0,0,1,50-120k,7157.14,47.06206512451172,7.579967498779297
1705078320-636,330i M Sport Steptronic,GE,1224,2019,41000,48000.0,0,0,0,1,0-50k,9600.0,46.199893951416016,6.174988746643066
1705078320-637,220i M Sport Steptronic,AG,5634,2016,19500,92300.0,0,0,0,1,50-120k,11537.5,47.27365493774414,8.379775047302246
1705078320-638,X3 xDrive M Competition Steptronic,AG,5325,2020,74999,45500.0,0,1,1,1,0-50k,11375.0,47.59244155883789,8.166653633117676
1705078320-639,M140i xDrive Steptronic,ZH,8154,2017,28900,122000.0,0,0,1,1,120k+,17428.57,47.48006820678711,8.524243354797363
1705078320-640,M4 Coupé DKG,TG,8580,2020,62800,53800.0,0,0,0,1,50-120k,13450.0,47.54876708984375,9.304634094238281
1705078326-641,530d xDrive Touring Sport Line Steptronic,LU,6023,2019,35700,95000.0,0,0,1,1,50-120k,19000.0,47.10652542114258,8.27383041381836
1705078326-642,420i Gran Coupé xDrive Steptronic Luxury Line,ZH,6340,2019,33500,50600.0,1,0,1,1,50-120k,10120.0,47.179317474365234,8.530610084533691
1705078326-643,318d Sport Line,ZH,8330,2013,9900,206500.0,0,0,0,0,120k+,18772.73,47.366024017333984,8.783287048339844
1705078326-644,330i Touring,ZH,8044,2008,5300,262000.0,0,0,0,0,120k+,16375.0,47.377872467041016,8.605681419372559
1705078326-645,X3 xDrive 35d Steptronic,FL,9494,2012,17490,120000.0,0,0,1,1,50-120k,10000.0,,
1705078326-646,X5 xDrive45e Steptronic,FR,3280,2020,56900,72500.0,0,0,1,1,50-120k,18125.0,46.932579040527344,7.119632720947266
1705078326-647,X1 xDrive 20d Steptronic,BE,3852,2022,40900,32000.0,0,0,1,1,0-50k,16000.0,46.70412063598633,7.897862911224365
1705078326-648,220d xDrive Steptronic,TG,8586,2017,22900,91800.0,0,0,1,1,50-120k,13114.29,47.536563873291016,9.230746269226074
1705078326-649,125i Coupé,GL,8867,2010,9900,175000.0,0,0,0,0,120k+,12500.0,47.12473678588867,9.025129318237305
1705078326-650,116i Access,BE,3145,2008,1999,159000.0,0,0,0,0,120k+,9937.5,46.88374710083008,7.385233402252197
1705078332-651,116i Steptronic,BE,3645,2013,5800,237500.0,0,0,0,1,120k+,21590.91,46.719242095947266,7.621585369110107
1705078332-652,M5 xDrive Drivelogic,AG,4852,2017,80850,45000.0,0,0,1,1,0-50k,6428.57,47.3004150390625,7.873117923736572
1705078332-653,320d xDrive Touring M Sport Steptronic,TG,9542,2019,32980,98700.0,0,0,1,1,50-120k,19740.0,47.47294616699219,8.975417137145996
1705078332-654,X1 xDrive 30e xLine,BE,3172,2024,72800,,0,0,1,1,,,46.92572021484375,7.3785576820373535
1705078332-655,118i Steptronic,BE,3172,3172,41700,,0,0,0,1,,,46.92572021484375,7.3785576820373535
1705078332-656,X3 xDrive M Competition Steptronic,BE,3645,2023,122800,3000.0,0,1,1,1,0-50k,3000.0,46.719242095947266,7.621585369110107
1705078332-657,520d xDrive 48V Steptronic,SG,9016,9016,91500,,0,0,1,1,,,47.44694519042969,9.404833793640137
1705078332-658,520d xDrive 48V Steptronic,SG,9016,9016,86300,,0,0,1,1,,,47.44694519042969,9.404833793640137
1705078332-659,120d xDrive Steptronic M Sport,AG,5317,2019,24900,76900.0,0,0,1,1,50-120k,15380.0,46.28876876831055,8.66025161743164
1705078332-660,X5 xDrive 48V 30d M Sport Steptronic,BE,2504,2023,71800,22000.0,0,0,1,1,0-50k,22000.0,47.14575958251953,7.270869731903076
1705078337-661,XM xDrive PHEV Steptronic,SG,9016,2023,169800,2000.0,0,0,1,1,0-50k,2000.0,47.44694519042969,9.404833793640137
1705078337-662,X3 M40i Individual,SG,9016,9016,97300,,0,0,0,1,,,47.44694519042969,9.404833793640137
1705078337-663,740d xDrive 48V M Sport Steptronic,SG,9016,9016,178800,,0,0,1,1,,,47.44694519042969,9.404833793640137
1705078337-664,X3 M40i Travel Individual,SG,9016,9016,99900,,0,0,0,1,,,47.44694519042969,9.404833793640137
1705078337-665,X5 xDrive 48V M60i Steptronic,SG,9016,9016,153400,,0,0,1,1,,,47.44694519042969,9.404833793640137
1705078337-666,320d xDrive 48V Touring Steptronic,BE,3645,2020,33900,65400.0,0,0,1,1,50-120k,16350.0,46.719242095947266,7.621585369110107
1705078337-667,M240i xDrive Steptronic,VD,1530,2022,57900,26000.0,0,0,1,1,0-50k,13000.0,46.830360412597656,6.941364765167236
1705078337-668,iX3 Impressive,AG,5702,2022,52900,35261.0,0,0,0,0,0-50k,17630.5,46.459197998046875,6.213508605957031
1705078337-669,M2 Competition,VD,1530,2020,54900,74500.0,0,1,0,1,50-120k,18625.0,46.830360412597656,6.941364765167236
1705078337-670,X3 xDrive 35d Steptronic,ZH,8180,2015,20000,175000.0,0,0,1,1,120k+,19444.44,47.52285385131836,8.53530216217041
1705078344-671,318i Touring,VD,1880,2009,3500,114000.0,0,0,0,0,50-120k,7600.0,46.27691650390625,7.052157402038574
1705078344-672,116i,BE,2503,2009,2600,162000.0,0,0,0,0,120k+,10800.0,47.39487075805664,8.005642890930176
1705078344-673,M240i xDrive Steptronic,VD,1018,2019,29900,102000.0,0,0,1,1,50-120k,20400.0,46.53960418701172,6.623505115509033
1705078344-674,540d xDrive 48V Touring M Sport Steptronic,SH,8240,2020,65000,88000.0,0,0,1,1,50-120k,22000.0,47.752769470214844,8.70417594909668
1705078344-675,M135i xDrive Steptronic,VD,1110,2021,45900,13500.0,0,0,1,1,0-50k,4500.0,46.514862060546875,6.4984846115112305
1705078344-676,X3 xDrive 35d Steptronic,SG,8716,2012,13500,194000.0,0,0,1,1,120k+,16166.67,47.23027038574219,8.958210945129395
1705078344-677,M4 Coupé DKG,SG,9630,2015,44900,119000.0,0,0,0,1,50-120k,13222.22,47.28548812866211,9.081826210021973
1705078344-678,320d xDrive 48V Steptronic Luxury Line,AG,5400,2021,44850,46000.0,1,0,1,1,0-50k,15333.33,47.47134017944336,8.30805778503418
1705078344-679,X2 M35i Steptronic,LU,6208,2019,38900,48000.0,0,0,0,1,0-50k,9600.0,47.14556121826172,8.099379539489746
1705078344-680,330d xDrive 48V Touring Steptronic,SG,9443,9443,89800,,0,0,1,1,,,47.3978271484375,9.643622398376465
1705078351-681,220i,ZH,8051,2022,36800,5200.0,0,0,0,1,0-50k,2600.0,47.40443420410156,8.563179969787598
1705078351-682,X3 xDrive 20i Steptronic,ZH,8051,2023,51500,12100.0,0,0,1,1,0-50k,12100.0,47.40443420410156,8.563179969787598
1705078351-683,X5 xDrive 40i xLine Steptronic,AG,5702,2020,69900,53900.0,0,0,1,1,50-120k,13475.0,46.459197998046875,6.213508605957031
1705078351-684,X3 xDrive M40i Steptronic,AG,5702,2021,57900,51100.0,0,0,1,1,50-120k,17033.33,46.459197998046875,6.213508605957031
1705078351-685,M3 Touring xDrive Competition M,GR,7000,2023,139500,,0,1,1,1,,,46.864017486572266,9.535412788391113
1705078351-686,220d xDrive M Sport Steptronic,VD,1530,2017,24900,90000.0,0,0,1,1,50-120k,12857.14,46.830360412597656,6.941364765167236
1705078351-687,530d xDrive Touring Steptronic,GR,7745,2019,34500,117000.0,0,0,1,1,50-120k,23400.0,46.31493377685547,10.052559852600098
1705078351-688,i3 (94Ah),VD,1306,2016,16500,78000.0,0,0,0,1,50-120k,9750.0,46.622047424316406,6.542290687561035
1705078351-689,X5 xDrive Sport 30d (3.0d) Steptronic,AG,5644,2008,6300,380000.0,0,0,1,1,120k+,23750.0,47.2278938293457,8.373826026916504
1705078351-690,X3 xDrive 20d Steptronic,FR,3178,2012,16900,151000.0,0,0,1,1,120k+,12583.33,46.89778137207031,7.229503631591797
1705078356-691,320d 48V Touring Steptronic M Sport,ZH,8051,2023,44500,8100.0,0,0,0,1,0-50k,8100.0,47.40443420410156,8.563179969787598
1705078356-692,X5M Competition Steptronic Competition,BL,4132,2020,109000,57800.0,0,1,0,1,50-120k,14450.0,47.52479553222656,7.647059917449951
1705078356-693,M340d xDrive 48V Touring Steptronic,LU,6208,2023,76900,17000.0,0,0,1,1,0-50k,17000.0,47.14556121826172,8.099379539489746
1705078356-694,X4 xDrive M40d Steptronic,VS,1950,2020,56360,77700.0,0,0,1,1,50-120k,19425.0,46.235191345214844,7.360204219818115
1705078356-695,230i M Sport,BL,4132,2022,52900,11000.0,0,0,0,1,0-50k,5500.0,47.52479553222656,7.647059917449951
1705078356-696,M340d xDrive 48V Touring Steptronic Sport,ZH,8051,2022,54500,13300.0,0,0,1,1,0-50k,6650.0,47.40443420410156,8.563179969787598
1705078356-697,M5 Drivelogic,ZH,8143,2015,54900,96900.0,0,0,0,1,50-120k,10766.67,47.29555130004883,8.507636070251465
1705078356-698,330d xDrive 48V Touring Steptronic M Sport,ZH,8051,2023,52800,7100.0,0,0,1,1,0-50k,7100.0,47.40443420410156,8.563179969787598
1705078356-699,640i Gran Coupé xDrive,FR,3178,2013,34950,117000.0,0,0,1,1,50-120k,10636.36,46.89778137207031,7.229503631591797
1705078356-700,740Le xDrive iPerformance Steptronic,ZH,8051,2016,39900,41900.0,0,0,1,1,0-50k,5237.5,47.40443420410156,8.563179969787598
1705078362-701,523i,TI,6528,1998,1500,220000.0,0,0,0,0,120k+,8461.54,46.16244888305664,9.011756896972656
1705078362-702,320d xDrive Touring M Sport Steptronic,UR,6467,2020,38900,54900.0,0,0,1,1,50-120k,13725.0,46.869544982910156,8.650934219360352
1705078362-703,M3 Coupé,BL,4123,2005,31900,220000.0,0,0,0,0,120k+,11578.95,47.55607223510742,7.554165840148926
1705078362-704,X1 xDrive 23d Steptronic,LU,6030,2010,5499,260000.0,0,0,1,1,120k+,18571.43,47.07193374633789,8.346718788146973
1705078362-705,M2 Competition Drivelogic,GE,1242,2019,55900,69000.0,0,1,0,1,50-120k,13800.0,46.21654510498047,6.056563377380371
